word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
2169,李萬鈞,Person's name,,li wan jun,"Unclear of exact context. However, this could be one of a few people: (a) the Party Secretary of the Beijing Municipal Bureau of Civil Affairs; (b) a professor at the Fujian Normal University. For more information, please see: http://baike.baidu.com/view/5565695.htm (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Person Identity / Context Unclear,123,People
2170,李先念,Person's name,,li xian nian,"Li Xiannian was the President of the PRC between 1983 to 1988. He is considered one of the most influential masterminds behind China's economic policy after the Cultural Revolution and is one of the ""Eight Elders of the Communist Party of China"". For more information, please see: http://en.wikipedia.org/wiki/Li_Xiannian.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2171,李小鹏,Person's name,,li xiao peng,"Li Xiaopeng is a Chinese businessman and politician. He is the son of former Chinese Premier Li Peng and thus a princeling. For more information, please see: http://en.wikipedia.org/wiki/Li_Xiaopeng_%28politician%29.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Relatives / Associates of Government Officials,105,People
2172,李乙隆,Person's name,,li yi long,"Unclear of context. It could be a variety of people, and possibly an active blogger. For more information, please see: http://baike.baidu.com/view/2086729.htm (Chinese); http://www.liyilong.com/showcontent.asp?articleid=953 (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Person Identity / Context Unclear,123,People
2173,李毅中,Person's name,,li yi zhong,"Li Yizhong is a Chinese politician and a member of the 17th CPC Central Committee. For more information, please see: http://www.chinavitae.com/biography/1282.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2174,李泽楷,Person's name,,li ze kai,"Li Zekai (aka Li Tzar Kai, Richard Li) is a Hong Kong businessman and philanthropist. He has done significant charily/philanthropy work in relation to SARS. For more information, please see: http://en.wikipedia.org/wiki/Richard_Li.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,"SARS and Other Diseases (AIDS, Avian Flu)",45,Political
2175,李长春,Person's name,,li changchun,"Li Changchun is a high ranking member of the Communist Party of China. He is currently the propaganda chief and a member of the all powerful Politburo Standing Committee of the CPC (China's de facto top power organ). In 2010, according to a leak on WikiLeaks, Li Changchun and Zhou Yongkang oversaw China's cyber attack against Google. 

For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2176,李长江,Person's name,,li changjiang,"Li Changjiang was a minister of the CPC and party Chief of the General Administration of Quality Supervision, Inspection, and Quarantine of the PRC. He was involved in the milk scandal and forced to resign in September 2008. For more information, please see: http://en.wikipedia.org/wiki/Li_Changjiang.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Tainted Milk Scandal,108,Events
2177,历史真相,,Historical truth,lishi zhenxiang,This could be related to the Tiananmen Square crackdown -- where all information on this event has been censored in the PRC.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Tiananmen Square (June 4 1989),34,Events
2178,厉无畏,Person's name,,li wu wei,"This is likely a reference to a CPC official. Li Wuwei is a vice-chairman of the CPPCC and a member of the Standing Committee of the 10th National People's Congress. For more information, please see: http://www.china.org.cn/china/CPPCC_anniversary/2009-09/17/content_18543781.htm.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2179,厉以宁,Person's name,,li yi ning,"Li Yining is a CPC official -- he is the vice-chairman of the Subcommittee of Economy of the CPPCC National Committee and the President of Guanghua Management College at Beijing University. For more information, please see: http://www.chinavitae.com/biography/Li_Yining.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2180,立接班人,Establish/name successor,,li jiebanren,This is likely a reference to the leadership transition for the CPC at the 18th Party Congress.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,18th CPC National Congress (2012),89,Events
2181,例会,,Regular meeting,lihui,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Business,133,Misc
2182,联防队,Joint petitioning team,,lian fang dui,This is likely a reference to petitioning in China (administrative method of redress).,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Petitioning (Administrative System),94,Political
2183,联名,Jointly signed,,lianming,"This could be a reference to a jointly signed letter, petition, charter (i.e. Charter 08). Exact context unclear.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2184,廉租,Low rent,,lian zu,"This could be a reference to affordable housing in China that provides low-income households access to inexpensive housing during China's urbanization process; especially in the wake of forced demolitions. For more information, please see: http://factsanddetails.com/china.php?itemid=1158&catid=11&subcatid=72.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Forced Demolitions,90,Events
2185,练功,Practice,,lian gong,This term is often used in relation to Falun Gong training/practice.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2186,梁光烈,Person's name,,liang guang lie,"Liang Guanglie is the PRC's current Minister of National Defence and also a general in the People's Liberation Army. For more information, please see: http://en.wikipedia.org/wiki/Liang_Guanglie.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2187,两会,,Two meetings,liang hui,"This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspot.ca/2011_02_01_archive.html (Chinese); http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Jasmine Revolution,58,Events
2188,廖亦武,Person's name,,liao yi wu,"Liao Yiwu is a Chinese writer, reporter, musician, poet, and activist. He has written books that criticize the CPC and have been banned in China. For his work, Liao Yiwu has been targeted by government officials. Liao Yiwu is also a signatory of Charter 08. He has also written about the Sichuan earthquake and was critical of the government. For more information, please see: http://en.wikipedia.org/wiki/Liao_Yiwu.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2189,临时行动,,Temporary action/activity,linshi xingdong,"This may be related in general to protests formed online, and potentially related to the Jasmine Revolution.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2190,领袖,,Leader,lingxiu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Government,129,Political
2191,刘荻,Person's name,,liu di,"Liu Di is a writer and ""cyber-dissident"", who under the pseudonym ""Stainless Steel Rat"", has become a high-profile activist for democracy and free expression in China. She was detained by authorities in November 2002. For more information, please see: http://en.wikipedia.org/wiki/Liu_Di.",Both,Sina UC List 4;Sina UC List 5;TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2192,刘淇,Person's name,,liu qi,"Liu Qi is the CPC Beijing Committee Secretary, a member of the all-powerful CPC Politburo and formerly the President of the Beijing Olympics Organizing Committee. In 2002, Liu was sued by a human rights organization in the US for creating a security and police policy that resulted in the torture of human rights activists. For more information, please see: http://en.wikipedia.org/wiki/Liu_Qi_%28politician%29.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2193,刘强,Person's name,,liu qiang,"This is likely a reference to a Chinese national who, in December 2011 and January 2012 threw Molotov cocktails at the Japanese Yasukuni Shrine and the Japanese embassy in South Korea. He was protesting the Japanese government's handling of historical issues such as the ""comfort women"". His grandmother was apparently captured and abused as a ""comfort women"" (sex slave) for Japanese soldiers during the war. For more information, please see: http://www.globaltimes.cn/DesktopModules/DnnForge%20-%20NewsArticles/Print.aspx?tabid=99&tabmoduleid=94&articleId=743002&moduleId=405&PortalID=0.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,International relations,91,Political
2194,刘亭亭,Person's name,,liu ting ting,"Liu Tingting is a prominent business woman and the daughter of a prominent member of the CPC, Liu Shaoqi [刘少奇]. Liu Shaoqi was the Chairman of the PRC from 1959 to 1968, but later fell out of power during the Cultural Revolution as Mao Zedong saw him as a threat to Mao's control. For more information, please see: http://en.wikipedia.org/wiki/Liu_Shaoqi; http://baike.baidu.com/view/5158142.htm (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Relatives / Associates of Government Officials,105,People
2195,流亡筆記,Exile notes,,liuwang biji,"This is likely a reference to a blog started by former 1989 pro-democracy and Uyghur activist, Wuerkaixi. For more information, please see: http://wuerkaixi.com/; http://en.wikipedia.org/wiki/Wu'erkaixi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Media,85,Political
2196,流血冲突,,Bloody clashes,liuxue chongtu,This seems to be a general term without a specific context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,135,Political
2197,六合彩,Mark Six (Lottery game),,Luhe cai,"This could be referencing lottery winnings and scams in the past few years. For more information, please see: http://news.xinhuanet.com/english/2009-10/20/content_12279657.htm; http://www.businesspundit.com/5-of-the-biggest-lottery-scandals/.

For more information, please see: http://en.wikipedia.org/wiki/Mark_Six. 
While the Wikipedia page references Hong Kong, the lottery game is played throughout China and Taiwan.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Lottery,70,Social
2198,卢雪松,Person's name,,lu xue song,"Lu Xuesong is a young teacher from the Jilin College of the Arts who promoted and taught her students about liberal thought. She was fired from her school and got little explanation for it. In response, she posted open letter on the Internet and her case gained attention. For more information, please see: http://chinadigitaltimes.net/2005/08/the-case-of-lu-xuesong-o%C2%BAc-eswn/; http://www.ht88.com/article/article_4777_1.html (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2199,卢跃刚,Person's name,,lu yue gang,"Lu Yuegang is a well-respected Chinese journalist and non-fiction writer. He is a key figure in the China Youth Daily (a well-known paper in the PRC supporting the CPC) and the Chairman of the China Association for the Study of Nonfiction. Lu Yuegang has won many awards and writes about the weak and poor and social inequality in China. For more information, please see: http://en.wikipedia.org/wiki/Lu_Yuegang.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Media,88,Political
2200,论坛,Forum (for discussion),,luntan,,Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2201,律师,Lawyers,,lushi,Specific context unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Law,130,Political
2202,绿党,,Green Party,lu dang,"This is likely a reference to the Chinese Green Party that focuses on helping environmental activists in China. For more information, please see: http://www.peacehall.com/news/gb/english/2006/08/200608102252.shtml (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Political Parties (Non-CPC),118,Political
2203,绿林,Lulin (area),,lu lin,"This could be a reference to a historical event in China where a large group of farmers/peasants led rebellion movements against the local government during the Xin Dynasty (17 AD). For more information, please see: http://en.wikipedia.org/wiki/L%C3%BClin; http://www.chinaknowledge.de/History/Terms/chimei.html.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2204,马振川,Person's name,,ma zhen chuan,"Ma Zhenchuan is a deputy secretary of the Politics and Law Committee of the Beijing CPC Municipal Committee and the Director of the Beijing Municipal Police Bureau. For more information, please see: http://www.chinavitae.com/biography/Ma_Zhenchuan.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2205,卖国,,Traitorous or Selling out the country,maiguo,This is a general term and appears to have no specific context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,135,Political
2206,毛盾社会,"Contradictory Society (homonym with ""Mao"" Zedong)",,mao dun shehui,"""矛盾"" (maodun) means contradictory. As a play on words/homonym, it has been changed to ""毛盾"" (maodun). ""毛"" is likely a reference to Chairman Mao Zedong. This is a reference to a quotation from Han Han, a prominent blogger and writer in China (http://en.wikipedia.org/wiki/Han_Han). The full Chinese quotation is a play on words/homonym and is as follows: 中国是毛邓社会,华解不了,胡搞几年,赵样不行,江就一下,再胡搞几年，也就习以为常了. It's loosely translated as ""China is a contradictory society (by Mao); Chinese problems cannot be resolved; President Hu messed around for a few years; the problems persist (referencing former Premier Zao Ziyang); tolerate for a bit (reference to President Jiang Zemin); and one gets accustomed to it (reference to incumbent president Xi Jinping). For more information, see: http://forum.iask.ca/showthread.php?t=538408.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),128,Political
